date,open,high,low,close,volume,average,barCount,vix_close
2013-02-26,149.74,150.2,148.73,150.02,154306400.0,149.588,414201,16.87
2013-02-27,149.89,152.33,149.76,151.91,107518500.0,151.376,290121,14.73
2013-02-28,151.89,152.87,151.53,151.53,99928900.0,152.27,244766,15.51
2013-03-01,151.09,152.34,150.41,152.11,138077800.0,151.635,344315,15.36
2013-03-04,151.76,152.92,151.52,152.92,78553500.0,152.149,209415,14.01
2013-03-05,153.66,154.7,153.64,154.29,101234200.0,154.259,261935,13.48
2013-03-06,154.85,154.92,154.16,154.5,77091800.0,154.552,218711,13.53
2013-03-07,154.7,154.98,154.52,154.82,58602400.0,154.78,161294,13.06
2013-03-08,155.46,155.65,154.66,155.44,91425800.0,155.215,237471,12.59
2013-03-11,155.32,156.04,155.13,156.03,59218700.0,155.642,155365,11.56
2013-03-12,155.92,156.1,155.21,155.64,79908600.0,155.631,205598,12.27
2013-03-13,155.75,156.12,155.23,155.84,66360400.0,155.74,176357,11.83
2013-03-14,156.3,156.8,156.22,156.73,76568200.0,156.528,185980,11.3
2013-03-15,155.85,156.04,155.31,155.88,97553200.0,155.71,232883,11.3
2013-03-18,154.34,155.64,154.2,154.97,104245100.0,155.032,264643,13.36
2013-03-19,155.3,155.51,153.59,154.61,147977500.0,154.446,376478,14.39
2013-03-20,155.52,155.95,155.26,155.63,93351800.0,155.563,252490,12.67
2013-03-21,154.76,155.31,154.1,154.34,108273800.0,154.74,278670,13.99
2013-03-22,154.85,155.6,154.25,155.6,86167500.0,155.2,222941,13.57
2013-03-25,156.01,156.27,154.35,155.07,119059600.0,155.149,299122,13.74
2013-03-26,155.59,156.23,155.42,156.15,75028100.0,155.842,204452,12.77
2013-03-27,155.26,156.25,155.0,156.16,82444100.0,155.714,226239,13.15
2013-03-28,156.09,156.85,155.75,156.55,80029400.0,156.457,224093,12.7
2013-04-01,156.59,156.91,155.67,156.05,77190600.0,156.129,201317,13.58
2013-04-02,156.61,157.21,156.37,156.82,84959200.0,156.874,232997,12.78
2013-04-03,156.91,157.03,154.82,155.15,133211500.0,155.715,352326,14.21
2013-04-04,155.43,156.17,155.09,155.85,104638300.0,155.633,301531,13.89
2013-04-05,153.95,155.35,153.77,155.18,123096000.0,154.477,320138,13.92
2013-04-08,155.27,156.22,154.75,156.21,69303500.0,155.4,197390,13.19
2013-04-09,156.5,157.32,155.98,156.75,86553200.0,156.699,240847,12.84
2013-04-10,157.17,158.87,157.13,158.73,103883600.0,158.315,290419,12.36
2013-04-11,158.71,159.71,158.54,159.22,88821600.0,159.243,250301,12.24
2013-04-12,158.68,159.04,157.92,158.78,94832900.0,158.522,260386,12.06
2013-04-15,158.01,158.13,155.1,155.17,184886100.0,156.598,498916,17.27
2013-04-16,156.3,157.49,155.91,157.42,120966100.0,156.721,336654,13.96
2013-04-17,156.29,156.32,154.28,155.04,176635400.0,155.184,478581,16.51
2013-04-18,155.37,155.41,153.55,154.14,136256000.0,154.427,405584,17.56
2013-04-19,154.5,155.55,154.12,155.48,108573200.0,154.997,305188,14.97
2013-04-22,155.78,156.54,154.75,156.2,85290700.0,155.637,245668,14.39
2013-04-23,156.94,157.93,156.17,157.79,135129600.0,157.407,379616,13.48
2013-04-24,157.83,158.3,157.54,157.9,75630800.0,157.943,214711,13.61
2013-04-25,158.33,159.27,158.1,158.61,103778700.0,158.714,268707,13.62
2013-04-26,158.33,158.6,157.73,158.26,80335500.0,158.194,227713,13.61
2013-04-29,158.67,159.65,158.42,159.3,73550900.0,159.202,198737,13.71
2013-04-30,159.27,159.72,158.61,159.68,90149700.0,159.297,236287,13.52
2013-05-01,159.33,159.41,158.1,158.32,106345000.0,158.82,286939,14.49
2013-05-02,158.68,159.89,158.53,159.72,76690800.0,159.448,220768,13.59
2013-05-03,161.14,161.88,161.04,161.32,107398000.0,161.568,272473,12.85
2013-05-06,161.49,162.01,161.42,161.78,55627200.0,161.722,162459,12.66
2013-05-07,162.12,162.65,161.67,162.63,75632000.0,162.283,224744,12.83
2013-05-08,162.42,163.39,162.33,163.34,78631700.0,162.991,220699,12.66
2013-05-09,163.27,163.7,162.47,162.93,88559500.0,163.086,240932,13.13
2013-05-10,162.99,163.49,162.51,163.41,82119600.0,163.029,217907,12.59
2013-05-13,163.2,163.81,162.82,163.54,65560100.0,163.399,173637,12.55
2013-05-14,163.67,165.35,163.67,165.28,88777900.0,164.758,218341,12.77
2013-05-15,164.96,166.45,164.91,166.15,96822000.0,165.738,241452,12.81
2013-05-16,165.77,166.36,165.09,165.34,87434000.0,165.825,239126,13.07
2013-05-17,165.95,167.04,165.73,166.97,99908100.0,166.403,263571,12.45
2013-05-20,166.78,167.58,166.61,166.97,72759500.0,167.044,205709,13.02
2013-05-21,167.08,167.8,166.5,167.11,78541000.0,167.205,223344,13.37
2013-05-22,167.34,169.07,165.17,165.92,202930000.0,167.161,590145,13.82
2013-05-23,164.17,165.91,163.94,165.45,176973200.0,165.017,478712,14.07
2013-05-24,164.46,165.38,163.98,165.33,107548600.0,164.705,273189,13.99
2013-05-28,167.04,167.78,165.29,166.3,121362800.0,166.767,317166,14.48
2013-05-29,165.42,165.8,164.34,165.22,141109700.0,165.156,388910,14.83
2013-05-30,165.35,166.59,165.22,165.89,89702700.0,166.082,265686,14.53
2013-05-31,165.37,166.31,163.13,163.24,135542300.0,165.091,371232,16.3
2013-06-03,163.83,164.46,162.66,164.38,140943700.0,163.501,412912,16.28
2013-06-04,164.44,165.1,162.73,163.56,134705900.0,163.933,384159,16.27
2013-06-05,163.09,163.42,161.13,161.18,175056300.0,162.031,494709,17.5
2013-06-06,161.2,162.74,160.25,162.64,160003300.0,161.467,455083,16.63
2013-06-07,163.85,164.95,163.14,164.81,141159300.0,164.233,379588,15.14
2013-06-10,165.3,165.4,164.37,164.8,81782800.0,164.857,256997,15.44
2013-06-11,163.26,164.54,162.74,163.12,132884200.0,163.562,393305,17.07
2013-06-12,164.22,164.39,161.6,161.75,143731900.0,162.619,412734,18.59
2013-06-13,161.65,164.5,161.3,164.22,127443100.0,162.882,364053,16.41
2013-06-14,164.05,164.67,162.91,163.17,109845800.0,163.605,322388,17.15
2013-06-17,164.29,165.22,163.55,164.5,110912400.0,164.525,329978,16.8
2013-06-18,164.52,165.99,164.52,165.69,82346800.0,165.452,242551,16.61
2013-06-19,165.61,165.89,163.38,163.54,164176300.0,164.9,474762,16.64
2013-06-20,161.86,162.1,158.98,159.27,257040200.0,160.493,737081,20.49
2013-06-21,159.63,159.76,157.47,159.05,219841400.0,158.722,660140,18.9
2013-06-24,157.42,158.43,155.73,156.99,195875800.0,156.889,607156,20.11
2013-06-25,158.48,160.1,157.42,158.65,134267200.0,158.366,408064,18.47
2013-06-26,159.87,160.5,159.25,160.17,116181100.0,159.954,361344,17.21
2013-06-27,161.1,161.82,160.95,161.13,114189200.0,161.339,348596,16.86
2013-06-28,160.62,161.4,159.86,160.01,126720600.0,160.819,391574,16.86
2013-07-01,161.25,162.48,161.08,161.4,110437100.0,161.863,359866,16.37
2013-07-02,161.12,162.3,160.5,161.16,112697700.0,161.493,334976,16.44
2013-07-03,160.46,161.77,160.22,161.28,57877300.0,160.983,183852,16.2
2013-07-05,162.47,163.08,161.3,163.05,91911400.0,162.276,296903,14.89
2013-07-08,163.86,164.39,163.58,163.94,88107400.0,163.951,294550,14.78
2013-07-09,164.98,165.33,164.27,165.08,100611700.0,164.924,291154,14.35
2013-07-10,164.98,165.75,164.63,165.21,103679100.0,165.084,306352,14.21
2013-07-11,167.11,167.61,166.53,167.51,101344000.0,167.029,284919,14.01
2013-07-12,167.39,167.85,167.13,167.51,76117300.0,167.441,220847,13.84
2013-07-15,167.97,168.39,167.68,168.22,59553800.0,168.072,176750,13.79
2013-07-16,168.26,168.36,167.07,167.5,68351400.0,167.608,199133,14.42
2013-07-17,168.16,168.48,167.73,167.97,74221000.0,168.049,232916,13.78
2013-07-18,168.31,169.27,168.2,168.88,77069000.0,168.881,232873,13.77
2013-07-19,168.52,169.23,168.31,169.23,80046700.0,168.768,213427,12.54
2013-07-22,169.41,169.74,169.01,169.5,62886100.0,169.395,185242,12.29
2013-07-23,169.8,169.83,169.05,169.14,66071400.0,169.399,196843,12.66
2013-07-24,169.79,169.86,168.18,168.55,97745300.0,168.75,278113,13.18
2013-07-25,168.22,169.08,167.94,168.93,81169300.0,168.54,239841,12.97
2013-07-26,168.22,169.16,167.52,169.11,83892700.0,168.372,247819,12.72
2013-07-29,168.68,169.06,168.11,168.53,66603600.0,168.565,209165,13.39
2013-07-30,169.1,169.28,168.19,168.6,73255600.0,168.764,218524,13.39
2013-07-31,168.96,169.85,168.49,168.66,114606100.0,169.159,330143,13.45
2013-08-01,169.99,170.81,169.9,170.65,89541200.0,170.419,271613,12.94
2013-08-02,170.28,170.96,170.05,170.95,66591200.0,170.49,200927,11.98
2013-08-05,170.57,170.96,170.35,170.8,41469600.0,170.683,136246,11.84
2013-08-06,170.37,170.52,169.35,169.73,67577700.0,169.84,203408,12.72
2013-08-07,169.19,169.43,168.55,169.18,69790600.0,169.031,223958,12.98
2013-08-08,169.98,170.18,168.93,169.81,70170200.0,169.709,209554,12.73
2013-08-09,169.58,170.1,168.72,169.3,77381000.0,169.416,223897,13.41
2013-08-12,168.46,169.31,168.38,169.1,53777900.0,168.994,167651,12.81
2013-08-13,169.41,169.9,168.41,169.69,71623800.0,169.25,211716,12.31
2013-08-14,169.53,169.8,168.7,168.74,65331300.0,169.089,206869,13.04
2013-08-15,167.42,167.43,166.09,166.27,120687400.0,166.605,334739,14.73
2013-08-16,166.06,166.63,165.5,165.87,97110500.0,166.096,270326,14.37
2013-08-19,165.64,166.21,164.76,164.76,74639600.0,165.521,235481,15.1
2013-08-20,165.04,166.2,164.86,165.59,73307000.0,165.634,227026,14.91
2013-08-21,165.14,166.03,164.19,164.56,126537300.0,165.071,383943,15.94
2013-08-22,164.9,166.3,164.89,166.06,75405300.0,165.696,224769,14.76
2013-08-23,166.55,166.83,165.77,166.67,65068800.0,166.346,196165,13.98
2013-08-26,166.79,167.3,165.89,165.97,65849600.0,166.655,200849,14.99
2013-08-27,164.36,164.98,163.21,163.29,122632000.0,164.057,367347,16.77
2013-08-28,163.26,164.49,163.05,163.91,79739800.0,163.941,249292,16.49
2013-08-29,163.55,165.04,163.4,164.22,81572100.0,164.453,242915,16.81
2013-08-30,164.51,164.53,163.17,163.65,99725200.0,163.73,289498,17.01
2013-09-03,165.26,165.58,163.7,164.38,106960100.0,164.551,334147,16.61
2013-09-04,164.43,166.03,164.14,165.82,81376900.0,165.485,243948,15.88
2013-09-05,165.85,166.4,165.73,165.86,53167400.0,166.081,171038,15.77
2013-09-06,166.51,166.98,164.48,166.04,128865900.0,165.955,375242,15.85
2013-09-09,166.44,167.73,166.44,167.67,70507800.0,167.178,219605,15.63
2013-09-10,168.64,168.9,168.26,168.84,84610000.0,168.643,246777,14.53
2013-09-11,168.64,169.4,168.35,169.37,72268200.0,168.916,211888,13.82
2013-09-12,169.35,169.56,168.72,169.04,68343500.0,169.128,205893,14.29
2013-09-13,169.14,169.46,168.74,169.33,57965300.0,169.203,180019,14.16
2013-09-16,171.16,171.24,170.04,170.38,83152000.0,170.597,247331,14.38
2013-09-17,170.46,171.11,170.46,171.07,57982000.0,170.9,167773,14.53
2013-09-18,171.01,173.52,170.58,173.14,148677100.0,172.204,425543,13.59
2013-09-19,173.52,173.6,172.59,172.81,101465000.0,173.014,278784,13.16
2013-09-20,172.33,172.33,170.58,170.62,105480200.0,171.328,281614,13.12
2013-09-23,170.5,170.65,169.39,169.94,80943100.0,169.979,242244,14.31
2013-09-24,169.91,170.53,169.21,169.57,79406700.0,169.894,237416,14.08
2013-09-25,169.63,169.98,168.89,169.11,95235500.0,169.337,281466,14.01
2013-09-26,169.32,170.17,169.05,169.69,64981700.0,169.52,202825,14.06
2013-09-27,168.83,169.14,168.47,168.95,77216200.0,168.854,226282,15.46
2013-09-30,167.48,168.54,167.15,168.1,120381600.0,167.925,348657,16.6
2013-10-01,168.14,169.5,168.0,169.34,94713700.0,168.9,279150,15.54
2013-10-02,168.35,169.21,167.83,169.18,79908800.0,168.617,249556,16.6
2013-10-03,168.79,168.94,166.84,167.62,143831200.0,167.749,417778,17.67
2013-10-04,167.75,169.06,167.53,168.89,80464700.0,168.486,237665,16.74
2013-10-07,167.41,168.45,167.25,167.43,76058200.0,167.918,241726,19.41
2013-10-08,167.4,167.62,165.36,165.48,145663600.0,166.365,443113,20.34
2013-10-09,165.81,166.2,164.53,165.6,141505400.0,165.533,438344,19.6
2013-10-10,167.29,169.26,167.23,169.17,147623700.0,168.285,444779,16.48
2013-10-11,168.9,170.32,168.77,170.26,86009700.0,169.728,275437,15.72
2013-10-14,169.21,171.08,169.08,170.94,90656400.0,170.213,284247,16.07
2013-10-15,170.52,171.15,169.47,169.7,128960400.0,170.317,404821,18.66
2013-10-16,170.72,172.16,170.64,172.07,122442000.0,171.692,368279,14.71
2013-10-17,171.36,173.32,171.34,173.22,102764700.0,172.496,306071,13.48
2013-10-18,173.86,174.51,173.51,174.39,110375500.0,174.057,307237,13.04
2013-10-21,174.43,174.75,174.01,174.4,64769700.0,174.335,192198,13.16
2013-10-22,174.91,175.93,174.66,175.41,104376500.0,175.335,307884,13.33
2013-10-23,174.81,174.89,173.96,174.57,89595100.0,174.478,283758,13.42
2013-10-24,174.92,175.37,174.51,175.15,59258100.0,174.989,197001,13.2
2013-10-25,175.51,175.96,175.17,175.95,73130800.0,175.556,225408,13.09
2013-10-28,175.89,176.47,175.7,176.23,63060200.0,176.092,200156,13.31
2013-10-29,176.63,177.23,176.38,177.17,63403800.0,176.8,207536,13.41
2013-10-30,177.38,177.51,175.66,176.29,111365000.0,176.635,353301,13.65
2013-10-31,176.15,176.89,175.53,175.79,100763100.0,176.2,298144,13.75
2013-11-01,176.03,176.61,175.22,176.21,105944000.0,175.932,341354,13.28
2013-11-04,176.69,176.9,176.15,176.83,53170700.0,176.515,167134,12.93
2013-11-05,176.14,176.75,175.57,176.27,67252000.0,176.275,217434,13.27
2013-11-06,177.03,177.5,176.54,177.17,65185300.0,177.02,211290,12.67
2013-11-07,177.5,177.64,174.76,174.93,123604600.0,175.936,378096,13.91
2013-11-08,174.86,177.29,174.85,177.29,106166600.0,176.23,326386,12.9
2013-11-11,177.13,177.53,176.91,177.32,49981500.0,177.267,163946,12.53
2013-11-12,176.94,177.36,176.37,176.96,69934000.0,176.869,217205,12.82
2013-11-13,176.09,178.41,176.09,178.38,76682100.0,177.338,231169,12.52
2013-11-14,178.54,179.42,178.25,179.27,81009000.0,178.955,245595,12.37
2013-11-15,179.57,180.07,179.33,180.05,65529500.0,179.674,191695,12.19
2013-11-18,180.35,180.5,179.02,179.42,77280000.0,179.83,238668,13.1
2013-11-19,179.32,179.87,178.72,179.03,78282200.0,179.256,247473,13.39
2013-11-20,179.41,179.93,177.98,178.47,104374900.0,178.956,324337,13.4
2013-11-21,178.97,180.05,178.86,179.91,66998700.0,179.602,201282,12.66
2013-11-22,179.97,180.83,179.77,180.81,57911200.0,180.404,174988,12.26
2013-11-25,181.13,181.17,180.37,180.63,59502100.0,180.809,173653,12.79
2013-11-26,180.73,181.22,180.41,180.68,63810300.0,180.875,178230,12.81
2013-11-27,180.88,181.24,180.65,181.12,46016900.0,181.027,144585,12.98
2013-11-29,181.32,181.75,180.8,181.0,39424800.0,181.38,110405,13.7
2013-12-02,181.09,181.43,180.25,180.53,69050000.0,180.846,205607,14.23
2013-12-03,179.94,180.39,179.17,179.75,79542300.0,179.808,249991,14.55
2013-12-04,179.1,180.48,178.35,179.73,102878500.0,179.566,311553,14.7
2013-12-05,179.41,179.74,178.77,178.94,80549500.0,179.191,252032,15.08
2013-12-06,180.66,181.11,180.15,180.94,85417700.0,180.71,251242,13.79
2013-12-09,181.47,181.67,181.16,181.4,55630300.0,181.398,204250,13.49
2013-12-10,180.98,181.36,180.64,180.75,59766600.0,180.962,208718,13.91
2013-12-11,180.81,180.85,178.5,178.72,104556200.0,179.43,350120,15.42
2013-12-12,178.62,178.86,177.76,178.13,94517200.0,178.364,317607,15.54
2013-12-13,178.5,178.66,177.77,178.11,79885300.0,178.191,252854,15.76
2013-12-16,178.94,179.81,178.9,179.22,71908900.0,179.376,233829,16.03
2013-12-17,179.36,179.41,178.25,178.65,66442300.0,178.737,233563,16.21
2013-12-18,178.92,181.73,177.32,181.7,188064300.0,179.79,577100,13.8
2013-12-19,181.19,181.7,180.71,181.49,92767000.0,181.326,312130,14.15
2013-12-20,180.67,181.99,180.66,181.56,113135800.0,181.57,322422,13.79
2013-12-23,182.27,182.64,182.15,182.53,50797200.0,182.41,191797,13.04
2013-12-24,182.54,183.01,182.53,182.93,30887200.0,182.808,101613,12.48
2013-12-26,183.33,183.96,183.32,183.85,47908700.0,183.665,171062,12.33
2013-12-27,184.1,184.18,183.66,183.84,46427700.0,183.886,160785,12.46
2013-12-30,183.86,184.02,183.58,183.82,41482100.0,183.738,165308,13.56
2013-12-31,184.07,184.69,183.93,184.69,64040900.0,184.314,203331,13.72
2014-01-02,183.98,184.07,182.48,182.92,86353000.0,183.211,309980,14.23
2014-01-03,183.21,183.6,182.63,182.88,63426800.0,183.126,218382,13.76
2014-01-06,183.47,183.56,182.08,182.36,71935900.0,182.651,236228,13.55
2014-01-07,183.09,183.79,182.95,183.48,64709200.0,183.454,205017,12.92
2014-01-08,183.45,183.83,182.89,183.52,74855300.0,183.436,238361,12.87
2014-01-09,184.1,184.14,182.8,183.64,69280600.0,183.443,223469,12.89
2014-01-10,183.97,184.22,183.01,184.14,72080800.0,183.613,222507,12.14
2014-01-13,183.71,184.18,181.34,181.69,107474500.0,182.599,310008,13.28
2014-01-14,182.28,183.77,181.95,183.67,78311400.0,183.049,238749,12.28
2014-01-15,184.1,184.94,184.01,184.66,70600500.0,184.558,209631,12.28
2014-01-16,184.26,184.5,183.83,184.42,52603400.0,184.231,166278,12.53
2014-01-17,184.1,184.45,183.32,183.63,69283300.0,183.904,203834,12.44
2014-01-21,184.7,184.77,183.05,184.18,68495900.0,183.93,215082,12.87
2014-01-22,184.49,184.57,183.91,184.3,50689000.0,184.279,164373,12.84
2014-01-23,183.36,183.4,181.82,182.79,94212900.0,182.54,298910,13.77
2014-01-24,181.6,181.66,178.87,178.89,158940600.0,180.213,486481,18.14
2014-01-27,179.06,179.52,177.12,178.01,152031000.0,178.441,500780,17.42
2014-01-28,178.16,179.3,178.12,179.07,81308200.0,178.871,283067,15.8
2014-01-29,177.56,178.55,176.88,177.35,163114400.0,177.752,527067,17.35
2014-01-30,178.86,179.81,178.26,179.23,90598300.0,179.143,304241,17.29
2014-01-31,177.02,179.29,176.92,178.18,137129100.0,178.185,404336,18.41
2014-02-03,177.95,178.37,173.83,174.17,208403200.0,175.39,662676,21.44
2014-02-04,174.96,175.84,174.34,175.38,132457100.0,175.2,411689,19.11
2014-02-05,174.79,175.56,173.71,175.17,131050400.0,174.848,398703,19.95
2014-02-06,175.58,177.48,175.22,177.48,92402300.0,176.892,290536,17.23
2014-02-07,178.31,179.87,177.73,179.68,120047200.0,178.873,356494,15.29
2014-02-10,179.7,180.07,179.21,180.01,59317700.0,179.684,193723,15.26
2014-02-11,180.16,182.44,180.06,181.98,95258100.0,181.43,291727,14.51
2014-02-12,182.22,182.83,181.71,182.07,79323000.0,182.18,241645,14.3
2014-02-13,180.85,183.2,180.83,183.01,81531100.0,182.437,248531,14.14
2014-02-14,182.84,184.36,182.62,184.02,68875100.0,183.679,200039,13.57
2014-02-18,184.19,184.49,183.65,184.24,57636500.0,184.236,182434,13.87
2014-02-19,183.76,184.95,182.87,183.02,95942700.0,183.956,294157,15.5
2014-02-20,183.27,184.52,182.6,184.1,79226000.0,183.815,243589,14.79
2014-02-21,184.49,184.89,183.8,183.89,73272500.0,184.39,222098,14.68
2014-02-24,184.28,186.15,184.2,184.91,86037800.0,185.475,264343,14.23
2014-02-25,185.03,185.59,184.23,184.84,90239000.0,184.878,270291,13.67
2014-02-26,185.12,185.6,184.33,184.85,79359500.0,184.987,262278,14.35
2014-02-27,184.58,185.84,184.37,185.82,75435000.0,185.237,238104,14.04
2014-02-28,185.78,187.15,185.05,186.29,118779200.0,186.31,356679,14.0
2014-03-03,184.69,185.45,183.75,184.98,130514300.0,184.68,438565,16.0
2014-03-04,186.75,187.98,186.75,187.58,139060700.0,187.433,406002,14.1
2014-03-05,187.72,188.07,187.45,187.75,65177900.0,187.735,217846,13.89
2014-03-06,188.21,188.61,187.89,188.18,68031700.0,188.296,211309,14.21
2014-03-07,188.86,188.96,187.43,188.26,89535300.0,188.072,281212,14.11
2014-03-10,187.94,188.23,187.08,188.16,62999400.0,187.739,197467,14.2
2014-03-11,188.44,188.71,186.8,187.23,83373100.0,187.653,259419,14.8
2014-03-12,186.31,187.35,185.9,187.28,86962700.0,186.772,251842,14.47
2014-03-13,187.84,187.99,184.66,185.18,128532100.0,185.932,413290,16.22
2014-03-14,184.79,185.8,184.44,184.66,125025000.0,185.09,397164,17.82
2014-03-17,185.59,186.77,185.51,186.33,82509400.0,186.302,276705,15.64
2014-03-18,186.7,187.91,186.51,187.66,76974900.0,187.453,266011,14.52
2014-03-19,187.7,187.94,185.47,186.66,112210100.0,187.062,366842,15.12
2014-03-20,186.25,187.89,185.92,187.75,88031100.0,187.199,285935,14.52
2014-03-21,187.72,188.17,186.03,186.2,116109400.0,187.161,345326,15.0
2014-03-24,186.81,187.07,184.62,185.43,105765700.0,185.469,372124,15.09
2014-03-25,186.37,186.94,185.27,186.31,89727500.0,186.199,320742,14.02
2014-03-26,187.03,187.34,184.95,184.97,96606900.0,186.212,330870,14.93
2014-03-27,184.77,185.34,183.9,184.58,115830300.0,184.611,388282,14.62
2014-03-28,185.11,186.42,185.0,185.49,80410500.0,185.731,261377,14.41
2014-03-31,186.65,187.3,186.47,187.01,77503200.0,186.948,264930,13.88
2014-04-01,187.62,188.36,187.45,188.25,68632900.0,187.897,216957,13.1
2014-04-02,188.5,189.13,188.14,188.88,64160400.0,188.651,218141,13.09
2014-04-03,189.17,189.22,188.05,188.63,63506800.0,188.642,223799,13.37
2014-04-04,189.64,189.7,186.1,186.4,136844500.0,187.685,453869,13.96
2014-04-07,185.9,186.26,183.96,184.34,118026000.0,184.938,394752,15.57
2014-04-08,184.21,185.4,183.59,185.1,96884400.0,184.706,316600,14.89
2014-04-09,185.6,187.15,185.06,187.09,81221400.0,186.134,267570,13.82
2014-04-10,187.09,187.17,182.93,183.16,136988900.0,184.693,452092,15.89
2014-04-11,182.17,183.42,181.31,181.51,139801000.0,182.25,464329,17.03
2014-04-14,182.93,183.37,181.44,182.94,102540500.0,182.622,343901,16.11
2014-04-15,183.32,184.33,181.51,184.2,136326300.0,183.127,473409,15.61
2014-04-16,185.47,186.14,184.65,186.13,80322600.0,185.401,276186,14.18
2014-04-17,185.88,186.91,185.56,186.39,74646300.0,186.323,249546,13.36
2014-04-21,186.44,187.1,186.21,187.04,50099100.0,186.789,167475,13.25
2014-04-22,187.23,188.4,187.13,187.89,68727200.0,187.927,229631,13.19
2014-04-23,187.81,187.92,187.3,187.45,58550600.0,187.592,202662,13.27
2014-04-24,188.37,188.39,186.93,187.83,74294300.0,187.733,251929,13.32
2014-04-25,187.21,187.33,185.87,186.29,81982100.0,186.512,271992,14.06
2014-04-28,187.05,187.69,184.96,186.88,111979400.0,186.484,359800,13.97
2014-04-29,187.48,188.04,187.08,187.75,67527600.0,187.692,233570,13.71
2014-04-30,187.44,188.5,187.18,188.31,81688700.0,187.897,272400,13.41
2014-05-01,188.22,188.84,187.73,188.33,75502100.0,188.292,247472,13.25
2014-05-02,188.31,189.14,187.78,188.06,74179300.0,188.383,265630,12.91
2014-05-05,187.14,188.55,186.62,188.42,59209500.0,187.834,195886,13.29
2014-05-06,188.0,188.13,186.74,186.78,61495600.0,187.373,213705,13.8
2014-05-07,187.43,187.97,186.01,187.88,89899200.0,187.17,295693,13.4
2014-05-08,187.67,189.05,187.08,187.68,84014700.0,188.161,294012,13.43
2014-05-09,187.69,188.04,186.83,187.96,68908400.0,187.449,244750,12.92
2014-05-12,188.76,189.88,188.75,189.78,62684500.0,189.465,212071,12.23
2014-05-13,190.01,190.42,189.77,189.96,55493400.0,190.027,191215,12.13
2014-05-14,189.79,189.88,188.79,189.06,56924900.0,189.394,191115,12.17
2014-05-15,188.67,188.72,186.48,187.4,126025900.0,187.254,376839,13.17
2014-05-16,187.51,188.13,186.72,188.05,76747700.0,187.439,235096,12.44
2014-05-19,187.69,188.89,187.52,188.74,47843700.0,188.48,159520,12.42
2014-05-20,188.65,188.67,187.07,187.55,85327800.0,187.856,263289,12.96
2014-05-21,188.1,189.22,188.06,189.13,73077400.0,188.724,233552,11.91
2014-05-22,189.18,189.98,188.86,189.59,49949900.0,189.603,158668,12.03
2014-05-23,189.75,190.48,189.68,190.35,46976300.0,190.19,142636,11.36
2014-05-27,191.05,191.58,190.95,191.52,49754500.0,191.32,157620,11.51
2014-05-28,191.52,191.82,191.06,191.38,50955000.0,191.5,156219,11.68
2014-05-29,191.82,192.38,191.33,192.37,50620900.0,191.92,150200,11.57
2014-05-30,192.18,192.8,192.03,192.68,58685400.0,192.405,153278,11.4
2014-06-02,192.95,192.99,191.97,192.9,49991600.0,192.649,159275,11.58
2014-06-03,192.4,192.9,192.25,192.8,43801100.0,192.622,133553,11.87
2014-06-04,192.46,193.3,192.27,193.19,39549000.0,192.966,127481,12.08
2014-06-05,193.41,194.65,192.7,194.45,69232300.0,193.886,211547,11.68
2014-06-06,194.87,195.43,194.78,195.38,54637800.0,195.213,153884,10.73
2014-06-09,195.35,196.05,195.17,195.58,51570600.0,195.583,143571,11.15
2014-06-10,195.33,195.6,194.92,195.6,39186200.0,195.325,116712,10.99
2014-06-11,194.9,195.12,194.48,194.92,43887600.0,194.858,135125,11.6
2014-06-12,194.65,194.8,193.11,193.54,73848600.0,193.879,202755,12.56
2014-06-13,193.9,194.32,193.3,194.13,57071500.0,193.921,159694,12.18
2014-06-16,193.89,194.7,193.66,194.29,54056100.0,194.224,153576,12.65
2014-06-17,194.02,194.97,193.81,194.83,55878100.0,194.569,156478,12.06
2014-06-18,194.83,196.37,194.4,196.25,80226100.0,195.28,228816,10.61
2014-06-19,196.43,196.6,195.8,196.48,62685000.0,196.238,174563,10.62
2014-06-20,196.03,196.06,195.7,195.94,63170200.0,195.881,161298,10.85
2014-06-23,195.97,196.05,195.52,195.88,46730200.0,195.792,134072,10.98
2014-06-24,195.53,196.5,194.48,194.7,83615700.0,195.544,208730,12.13
2014-06-25,194.25,195.78,194.25,195.58,65596600.0,195.17,181581,11.59
2014-06-26,195.61,195.63,194.13,195.44,64136600.0,194.87,171148,11.63
2014-06-27,194.98,195.88,194.89,195.82,53208400.0,195.402,144452,11.26
2014-06-30,195.7,196.17,195.53,195.72,52254800.0,195.824,144318,11.57
2014-07-01,196.19,197.63,196.13,197.03,74162800.0,197.04,211540,11.15
2014-07-02,197.05,197.48,196.96,197.23,42194600.0,197.177,132159,10.82
2014-07-03,197.79,198.29,197.64,198.2,36060700.0,198.016,103499,10.32
2014-07-07,197.82,197.98,197.22,197.51,46740500.0,197.541,142023,11.33
2014-07-08,197.15,197.22,195.76,196.24,78904800.0,196.32,235551,11.98
2014-07-09,196.73,197.3,196.31,197.12,61675900.0,196.834,182229,11.65
2014-07-10,195.22,196.86,195.06,196.34,77914700.0,195.978,228813,12.59
2014-07-11,196.21,196.75,195.78,196.61,49129300.0,196.264,146623,12.08
2014-07-14,197.61,197.86,197.44,197.6,42584000.0,197.646,115148,11.82
2014-07-15,197.72,198.1,196.36,197.23,87687200.0,197.252,234636,11.96
